TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.google.javascript.jscomp.CheckProvides,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.2961309523809524,235,8
com.google.javascript.jscomp.TypedCodeGenerator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.31402439024390244,341,3
com.google.javascript.jscomp.Tracer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7003101107059888,1294,852
com.google.javascript.jscomp.BasicErrorManager,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.40276576995976454,345,135
com.google.javascript.jscomp.OptimizeParameters,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.27795229492840895,849,6
com.google.javascript.jscomp.CreateSyntheticBlocks,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.34709100928987563,246,7
com.google.javascript.jscomp.CustomPassExecutionTime,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,0,0
com.google.javascript.jscomp.ControlStructureCheck,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7909765355417528,88,55
com.google.javascript.jscomp.CheckSuspiciousCode,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7725694444444444,120,80
com.google.javascript.jscomp.ClosureCodeRemoval,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.2870384468976019,326,7
com.google.javascript.jscomp.CheckMissingGetCssName,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5441370644859017,219,42
com.google.javascript.jscomp.RemoveUnusedPrototypeProperties,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5054719980435314,146,20
com.google.javascript.jscomp.SpecializeModule,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.19052690387070179,642,24
com.google.javascript.jscomp.regex.CharRanges,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9518215372297746,1410,1327
com.google.javascript.jscomp.VariableRenamingPolicy,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,0,0
com.google.javascript.jscomp.InlineProperties,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4027597402597402,617,16
com.google.javascript.jscomp.parsing.Config,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4357142857142857,39,8
com.google.javascript.jscomp.parsing.JsDocTokenStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.21281501907025221,1639,123
